,text,source
1975,อยากจะทำประกันสักตัว ประกันสุขภาพ,pantip
1976,อยากทำประกัน ช่วยแนะนำหน่อยได้ไหมคะ พอดีช่วงนี้เราป่วยบ่อยมากขึ้น เลยอยากทราบว่า ประกันตัวไหนดี,pantip
1977,สอบถามเกี่ยวกับการยกเลิกประกันสุขภาพค่ะ,pantip
1978,กำลังจะถึงกำหนดชำระค่าประกันประจำรอบปีนี้แต่เรามีปัญหาทางการเงิน ในกรณีแจ้งยกเลิกต้องแจ้งล่วงหน้ากี่วันคะ และความคุ้มครองที่ทำไว้จะคุ้มครองถึงวันสิ้นสุดครบกำหนดรึเปล่าคะ หรือ สิ้นสุดความคุ้มครอง ณ วันที่แจ้งยกเลิกเลย ขอบคุณค่ะ,pantip
1979,ถ้าเราทำประกันสุขภาพ สมมุติว่าตอนอายุ40 ตอนที่ทำไม่มีโรคประจำตัวอะไร ต่อมาอีก2ปี มีโรคเกี่ยวกับกระเพาะลำไส้......,pantip
1980,ต่อมาอีก2ปี มีโรคเกี่ยวกับกระเพาะลำไส้ (เคลมไป)พอจะต่อประกันปีต่อไป ปีที่3 ถ้ามีปัญหาเกี่ยวกับ กระเพาะลำไส้ เขาจะถือว่าเราเป็นโรคนี้มาก่อนหรือเปล่าครับแล้วไม่รับเคลมไหมครับขอบคุณครับ,pantip
1981,ประกันสุขภาพสำหรับมนุษย์เงินเดือน,pantip
1982,พอดีกำลังหาประกันสุขภาพ พอจะมีใครแนะนำประกันคุณภาพดีดีบ้างคะ สำหรับมนุษย์เงินเดือนขอแบบคนที่ใช้บริการจริงๆ ไม่ใช่หน้าม้าค่ะขอบคุณมากค่ะ,pantip
1983,สมัครงาน Manager advisor ของซัมซุงได้เงินเดือนมั้ย?,pantip
1984,เราพึ่งไปสัมภาษณ์งานมาเป็นประกันของซัมซุงเราอยากจะรู้ว่าถ้าเราทำงานแล้วเราหาลูกค้าไม่ได้เราจะได้เงินเดือนมั้ย เห็นบอกว่าตำแหน่ง Manager advisor ก็เซลล์ขายประกันนั้นแหละ ใครเคยไปสัมภาษณ์มาบ้างคะหรือเคยทำงานมาบ้าง,pantip
1985,สอบถามผู้ปกครองที่โดนเทเนื่องจากยอดเคลมของลูกๆสูงจากค่ายสีเขียวไปต่อเจ้าไหนกันบ้างครับ,pantip
1986,รบกวนแนะนำด้วยครับ และหากเราไม่รับข้อเสนอใหม่ที่ส่งมาเราต้องแจ้งยกเลิกไหมครับขอบคุณครับ,pantip
1987,ขออนุมัติทำ MRI ของประกันสังคมนานแค่ไหนถึงอนุมัติ  (รพ.เอกชน),pantip
1988,คือเจ็บข้อศอกข้างขวามาเป็นปีแล้ว จะเจ็บเวลางอหรือยืดแขน ยืดแขนตรงไม่ได้ หมอให้เอกซเรย์แล้ว พบว่ากระดูกตรงข้อศอกงอก หมอบอกต้องทำ MRI ก่อน เพราะหมอยังไม่ทราบว่าอาการเจ็บเกิดจากอะไรอยากทราบว่ารอประกันสังคมอนุมัตินานแค่ไหน พยาบาลบอกอาจจะเป็นเดือนแต่ตอนนี้ผ่านไปเดือนครึ่งแล้วยังไม่ติดต่อกลับมาเลย กรณีกระดูกงอกจำเป็นต้องได้ผ่าตัดไหมคะหรือจะต้องรักษาด้วยวิธีไหน   แก้ไขข้อความเมื่อ,pantip
1989,เป็นโรคไส้เลื่อนทำให้ปัสสาวะติดขัด ปัสสาวะออกลำบากไหมครับ,pantip
1990,เป็นโรคไส้เลื่อนลงถุงอัณฑะก้อขนาดใหญ่เกือบเต็มถุงอัณฑะ แต่ช่วงนี้ตอนปัสสวะจะออกมาทีละนี้ดเดียวอปัสสวะออกน้อย มีแสบขัดบ้าง แบบนี้จะเกิดจากอาการไส้เลื่อนไปเบียดต่อมลูกหมากได้ไหมครับ ตอนนี้อายุ 48 ปีแล้ว,pantip
1991,ประกันสุขภาพคนอายุ 50 ปีขึ้นไป เบี้ยเท่าไหร่คะ,pantip
1992,พอดีอยากทำประกันสุขภาพให้คุณแม่ค่ะ นางไม่เคยมีเลย เพราะไม่ค่อยป่วย แต่เรากลัวว่าถ้าป่วยเป็นโรคร้ายขึ้นมาจะแย่ (เห็นคุณแม่เพื่อนเพิ่งเป็นโรคหัวใจตีบกระทันหัน แล้วกลัวเลยค่ะ นอน icu ตั้งหลายคืน ไม่รู้ราคาเท่าไหร่) พอหาดูราคาเบี้ยบนเน็ต บริษัทส่วนใหญ่ไม่ค่อยบอกราคาเลยค่ะ มีแต่ให้ลงทะเบียน มีใครทำประกันอันไหนให้คุณพ่อคุณแม่อันไหนดีแล้วบอกต่อบ้างนะค้าถ้าเป็นนายหน้าก็แปะตารางเบี้ยมาเลยค่ะ ขอบคุณค่ะ😁,pantip
1993,หาซื้อประกันAIA,pantip
1994,หาซื้อประกันAIAกับเมืองไทยใครเป็นตัวแทนทักมาให้ข้อมูลเค้าหน่อยค่า #ชุมพร #สวี,pantip
1995,ผมโดนจนท.ขายประกันหลอกครับเตือนภัย,pantip
1996,เตือนภัยครับขอจั่วหัวก่อนว่า ส่วนตัวเป็นคนย้ำคิดย้ำทำแล้ว ไม่ได้เออออตามจนท.ถามย้ำจนแน่ใจ สุดท้ายโดนหลอกจมเขี้ยวครับเนื่องจากไม่ทราบว่า การเวรคืนประกันในช่วงปีแรกๆ จะขาดทุนย่อยยับขนาดนี้   ผมทำประกันกับบริษัทหนึ่งในกรมธรรม์ที่ชื่อ10/20 (27/6/2565)โดยตอนที่คุยกับจนท.ผมย้ำหลาบรอบมากถึงเรื่องสัญญาว่าหากขอเงินคืนหลังจบปีที่หนึ่ง จะได้เงินต้นคืนทั้งหมด(เบี้ยประกัน) รวมกับเงินเล็กๆน้อยๆ5%ของเบี้ยประกันหรือไม่ ซึ่งทางจนท.บอกว่าจะได้คืนครบทุกบาทแน่นอน ครบกำหนดสัญญา1ปี จะได้เงินครบเมื่อถอนประกัน(เวนคืน) จนถึงเมื่อเดือนที่แล้วผมได้โทรไปถามประกันเรื่องเดิม ก็ได้คำตอบมาว่าเมื่อเวนคืนกรมธรรม์ครบ1ปี จะได้เบี้ยประกันคืนทุกบาททุกสตางค์แต่วันนี้ 27/6/2566 ซึ่งครบ1ปีพอดี ผมได้โทรไปถามทางจนท. ได้รับคำตอบว่าจะได้เงินคืนทั้งสิ้น 2500บาท จากเงินต้นทั้งหมด24300บาท โดยถ้าหากอยากได้เงินคืนทั้งหมด ต้องจ่ายเบี้ยประกันอย่างน้อยไปอีกจนครบ10ปี และเวนคืนประกันเมื่อครบ20ปีซึ่งต่างจากที่ตกลงกันไว้ตอนแรกโดยสิ้นเชิง เมื่อมาอ่านสัญญาโดยละเอียดได้เห็นตารางการเวนคืน และเงินที่ได้รับจึงพึ่งมาตรัสรู้ว่าโดนมิจฉาชีพในคราบจนท.ประกันเล่นงานแล้วขอใช้พื้นที่ตรงนี้ในการเตือนเพื่อนๆเรื่องการคุยกับจนท.ประกันด้วยครับ,pantip
1997,ประกันสุขภาพตัวไหนดี  ตั้งงบไม่เกินปีละ 24000 บาท,pantip
1998,ตอนนี้ อายุ 25 ปี อยากทำประกันสุขภาพ ทั้งผู้ป่วยในและผู้ป่วยนอก แบบไม่ต้องสำรองจ่าย ส่วนตัวเราตอนนี้ยังไม่มีโรคประจำตัวใดๆ แต่อยากมีไว้อุ่นใจ มีตัวไหนแนะนำบ้างคะ รบกวนกรูรูทั้งหลายให้ความรู้หน่อยค่ะ ขอบคุณค่ะ,pantip
1999,ต้องพิจารณาเบี้ยในอยาคตด้วยครับ ว่าจะเพิ่มเบี้ยได้ปีละกี่%อายุมากขึ้น ความเสี่ยสูงขึ้น เบี้ยจะปรับมากขึ้น,pantip
2000,เพื่อนขายประกัน คุยยังไงให้ไม่เสียเงินคะ,pantip
2001,ขอวิธีคุยกับเพื่อนที่พยายามขายประกันให้เราหน่อยค่ะ ขอแบบไม่เสียเงิน ไม่เสียเพื่อนแต่เพื่อนเลิกยุ่ง ปกติเป็นคนจิตอ่อนมากกลัวโดนป้ายยา,pantip
2002,แนะนำประสุขภาพ บริษัทไหนดีมั้งครับ,pantip
2003,พอดีกำลังมองหา บ.ประกันสุขภาพ ที่ไม่ค่อยมีปัญหาที่หลัง,pantip
2004,อยากทราบเรื่องเงินประกันหลังฆ่าตัวตายค่ะว่าเขาจ่ายจริงๆมั้ย,pantip
2005,ตามชื่อกระทู้เลยค่ะ ทำประกันมาน่าจะสามปีแล้วและอยากแน่ใจว่าคนข้าวหลังของเราจะได้รับเงินจริงๆเราอยากได้คำตอบจากคนทำงานหรือคนทราบเรื่องนี้อย่างจริงจังเราไม่อยากตอบคำถามว่าทำไมถึงคิดแบบนี้ ทำไมถึงไม่ทำอย่างอื่นเราอยากได้คำตอบที่ชัดเจนเท่านั้นค่ะ เราไม่อยากได้กำลังใจหรือข้อคิดอะไรแล้วเราพยายามอ่านแล้วและบางทีเราไม่เข้าใจ เรามีแต่เสียงในหัวไม่หยุด เราอยากได้คไตอบที่กระชับค่ะ,pantip
2006,คืนเบี้ยประกันเอไอเอ,pantip
2007,มีใครพอจะทราบไหมค่ะ พอดี ให้แม่ทำประกันเอไอเอไว้แต่แม่เสียชีวืตก่อนครบ2ปีตัวเเทนเลยบอกว่าจะได้เบี้ยที่เราส่งไปคืนแต่จะคืนมาเป็นเช็คแต่เช็คจะเป็นชื่อแม่ แล้วเขาก็บอกว่าแม่ไม่มีเอทีเอ็มจะกดไม่ได้ งงเลย แล้วเขาบอกให้เราซื่อประกันต่อทั้งพ่อและเราคนละเล่ม คือแม่ทำไว้สองเล่มค่ะพ่อเล่มนึงเราเล่มนึง เลยอยากทราบว่าคืนมาเป็นเช็คเนี้ยไม่เป็นชื่อของผู้รับผลประโยชน์หรอค่ะ,pantip
2008,ตามหาประกันชีวิตผู้สูงอายุ 57 ปี มีแนะนำไหมครับ,pantip
2009,ขอแบบที่ผ่อนเบี้ยต่อเดือนไม่เกิน1000บาทขอบคุณครับ,pantip
2010,"ประกัน IPD แบบไม่ต้องสำรองจ่าย ราคาไม่เกิน 20,000 บาทต่อปี แนะนำหน่อยครับ",pantip
2011,"อยากได้ประกันIPDแบบไม่ต้องสำรองจ่ายราคาไม่เกิน20,000บาทต่อปีแนะนำหน่อยครับ",pantip
2012,ทำไมประกันธนชาติห่วยแบบนี้,pantip
2013,เรื่องมีอยู่ว่า เกิดอุบัติเหตุรถยนต์ตัดหน้าเรา เราขับมอไซค์ สรุปคือเราถูก ประกันเป็นของฝั่งรถยนต์ เป็นชั้น 1 ซึ้งคุ้มครองคู่กรณีด้วย ก็คือเรา เราก็ทำเรื่องเคลมรถ อู่ก็ให้ใบเสนอราคามาให้เราไปติดต่อประกันเอง คนที่ดูแลประกันเราก็ยื่นเรื่องเข้าบริษัทแล้วบอกรอฝ่ายการเงินอนุมัติ นี่รอมาจะสองเดือนแล้วนะ โคตรช้า โคตรห่วย กะอิแค่อนุมัติให้เราไปซ่อมรถ ไม่รู้จะดึงเวลาทำไม อู่ก็โทรตามๆ เราก็โทรตาม ไอ้คนดูแลประกันก็ทำเฉยอยู่ได้ ห่วยมากครับ,pantip
2014,ปรึกษาการทำประกันชีวิต TTB,pantip
2015,เนื่องจากผมทำเรื่องกู้ 25 เท่าผ่านแล้วสัญญากับพนักงานไว้ว่าจะทำประกันชีวิตด้วยเลยอยากขอปรึกษาเรื่องแพกเกจประกันครับเป็นข้าราชการทหาร เพศชาย อายุ 36 ปีสนใจทำประกันชีวิตของธนาคาร TTBมีแพคเกจไหนคุ้มค่า และ น่าสนใจบ้างครับ,pantip
2016,บัตรเครดิตKFC จ่ายเบี้ยประกันชีวิตออนไลน์ใช้วงเงินไหน,pantip
2017,"จะจ่ายเบี้ยประกันชีวิตAIA แบบออนไลน์ยอดประมาณ43,300 คีย์ข้อมูลเสร็จแล้วแต่บอกทำรายการไม่สำเร็จ วงเงินเครดิตมี43,800วงเงินสินเชื่อมี36,200 เลยอยากรู้ว่าใช้วงเงินไหนกันแน่ หรือเป็นที่อะไรทำไมทำรายการไม่สำเร็จ",pantip
2018,สินเชื่อบ้านแบบไหนดี,pantip
2019,"จะรบกวนสอบถามเพื่อๆว่า ควรเลือกสินเชื่อแบบไหนคุ้มสุดค่ะ (ไม่ค่อยมีความรู้เรื่องดอกเบี้ยเท่าไหร่) ขอคำแนะนำด้วยค่ะธนาคารที่ 1 เสนอปี1-2 ดอกเบี้ยคงที่ 3.00 %ปี 3  ดอกเบี้ย MRR -2.65 (MRR 6.90)ประกันชีวิต MRTA 130,000 บาท (ระยะเวลาคุ้มครอง 20 ปี)ธนาคารที่ 2 เสนอปี1-2ดอกเบี้ยคงที่ 2.95 %ปี 3ดอกเบี้ย MRR -3.65(MRR 8.55)ประกันชีวิต MRTA 83,000 บาท (ระยะเวลาคุ้มครอง 20 ปี)ฟรีประเมินราคาฟรีอากรแสตมป์ 0.05%ฟรีอัคคีภัย 3 ปี",pantip
2020,ลูกพี่ลูกน้องคนละนามสกุลกู้ร่วมกันได้ไหม,pantip
2021,บ้านไม้เก่ามากปลวกกิน อยากเอาบ้านไปจำนอง แล้วสร้างบ้านใหม่,pantip
2022,เครมประกันอัคคีภัยกับทิพย์ประกันภัยไม่ได้ยอดสินไหม,pantip
2023,ตามหัวข้อเลยค่ะ เราเครมบ้านกับประกันทิพย์ไปเมื่อ29/5/66ทางทิพย์ประกันส่งเอกสารกลับมาให้เรา20/6/66พอผ่านไปสักอาทิตย์หน่อยประกันหมดเราก็ต่อไปเขาโทรให้เราชำระเบี้ยประกันก่อนถึงได้ผ่านมาจะ ครบ15วันแล้ว ทวงถามกับเจ้าหน้าที่รับเครมอ่านไลน์แต่ไม่ตอบเรา เราไปติดต่อสำนักใหญ่เขาบอกไม่ทราบวันกำหนด พอทางกับทางสาขาใกล้บ้าน เขาบอกโอนภายในอาทิตย์ นี้ แต่เจ้าหน้าสำนักใหญ่โทรย้อนกลับมาบอก ไม่ทราบที่จะกำหนด โอนค่าสินไหมคืน แบบนี้เราทำไงได้บ้างค่ะ,pantip
2024,รบกวนๆ ช่วยตัดสินใจเลือก ธนาคาร ที่จะกู้สินเชื่ออีกครั้งครับ ระหว่าง TTB กับ ธอส,pantip
2025,"ตอนนี้ผมได้ข้อมูลทั้งสองธนาคารมาแล้ว ระหว่าง ttb / ธอสในข้อมูลจากภาพด้านล่างนี้ ผมควรเลือกธนาคารอันไหนดีครับผมไม่มีความรู่ด้านนี้เท่าไหร่ พยายามศึกษาแล้วแต่กลัวตัดสินใจพลาด  ธอสไม่บังคับทำประกันคุ้มครองวงเงินยกเว้น ประกันอัคคีภัยต้องทำข้อมูลเพิ่มของ ttb วงเงินบ้าน 2,738,000 บาทโอนเงินประกันคุ้มครองสินเชื่อ 43,683 บาทรวมวงเงิน 2,781,683 บาท   แก้ไขข้อความเมื่อ",pantip
2026,ทุนประกันอัคคีภัยขอลดได้ไหม,pantip
2027,"ตอนนี้ผ่อนบ้านกับ ธ.กสิกรไทย อยู่ จากสัญญาแรกเริ่มผมทำประกันอัคคีภัยที่วงเงินทุนเอาประกัน 2,500,000 บาท (ธนาคารให้ทำกับเมืองไทยประกันภัย)...ผ่านมาจนตอนนี้เหลือยอดหนี้คงค้างอยู่ที่ ธนาคารเหลือแค่ 3 แสนกว่าบาท...ผมสามารถขอลดทุนเอาประกันให้เป็นยอดที่ผมรับได้ (และเยอะกว่าภาระหนี้ที่ค้างธนาคาร ณ.ปัจจุบัน) เพื่อลดภาระการจ่ายเบี้ยประกันประจำปีได้ไหมครับ (ตอนนี้ ทุน 2.5 ล้าน ต้องจ่ายเบี้ยประกันปีละ 5 พันกว่า)ติดต่อฝ่ายบริการลูกค้าของธนาคารแล้วแต่คำตอบก็ยังไม่ชัดเจนขอบคุณครับ.   แก้ไขข้อความเมื่อ",pantip
2028,ต้องการกู้สร้างบ้าน 9-10 ล้าน ในที่ดินตัวเอง รบกวนแนะนำหน่อยค่ะ,pantip
2029,"อายุ29ปีเป็นเจ้าของกิจการแต่ไม่มีหน้าร้านรายได้ต่อเดือน600,000+เปิดบริษัทเสียภาษีในระบบได้ปีกว่าค่ะมีภาระผ่อนบ้านที่อยู่ปัจจุบัน14,200แต่โป๊ะเดือนละ100,000-200,000ยอดเหลือประมาณ1,900,000รถยนต์1คันยอดค้างประมาณ500,000+-ผ่อนเดือนละ13,000เงินเก็บฉุกเฉิน2,000,000มีเก็บเป็นทองอีกส่วนหนึ่งมีเงินหมุนเวียนในบัญชีกิจการ1,000,000+-ต้องการกู้สร้างบ้านในโฉนดที่ดินตัวเองราคาบ้านประมาณ10ล้านอยากได้เต็ม10ล้านหรือประมาณ90%ค่ะ(มูลค่าที่ดินที่ซื้อขายกันบริเวณนี้ประมาณ4,000,000ที่ดินแบ่งเป็น2แปลงติดกันของเรากับของแฟนค่ะ)คำถามที่อยากจะถามคือ1. รบกวนแนะนำธนาคารที่กู้สร้างบ้านแล้วดอกเบี้ยต่ำ โอกาสผ่านเยอะในเคสแบบเราให้หน่อยค่ะ จะได้ไม่เสียคะแนนยื่นเชคเครดิตบูโรหลายที่ ( หลังปัจจุบันใช้กสิกร ดอกแพงมากค่ะ )หรือท่านใดเคยมีประสบการณ์ยื่นกู้ในเคสใกล้ๆกันรบกวนแชร์ให้หน่อยนะคะ2. หากยอดกู้ประมาณ 9-10 ล้าน ยอดผ่อนต่อเดือนประมาณเท่าไหร่คะ3. มีโอกาสที่จะกู้ได้เต็มมั้ยคะ หรือจะได้ประมาณกี่เปอร์เซ็นคะ4. เราจำเป็นต้องวางโฉนดให้ธนาคารมั้ยคะ ถ้าไม่วางได้มั้ย มีเงื่อนไขอะไรบ้าง5. ประกันวงเงินกู้บ้านราคาประมาณ 9-10 ล้าน ที่ธนาคารชอบบังคับให้ทำ ประมาณเท่าไหร่คะควรทำมั้ย ส่วนตัวมีลูก ไม่อยากให้ภาระตกถึงลูก หากตัวเองเป็นอะไรค่ะหากtagห้องผิดต้องขอโทษด้วยนะคะ",pantip
2030,ธนาคาร ธอส.ขอเข้าไปถ่ายรูปที่มำงานมีโอกาศผ่านไหม??,pantip
2031,คือเรายื่นกู้กับธนาคาร ธอส. ไปเมื่อวันที่ 12/06/2566 ผ่านมา 1 อาทิตย์เจ้าหน้าที่ขอนัดเข้าไปถ่ายรูปที่ทำงานวันอังคารที่ 20/6/2566 แบบนี้มีโอกาศจะผ่านมั้ยค่ะ แล้วต้องรอผลนานมั้ยค่ะกว่าจะทราบผล,pantip
2032,ขอความรู้การเคลมประกันคอนโดค่ะ,pantip
2033,เมื่อเดือนก่อนมีพายุเข้าทำให้ฝ้าเพดานมีรอยน้ำรั่วค่ะ โดยทางคอนโดได้ทำการเคลมประกันกับบริษัทให้ ส่วนทางจนทประกันของคอนโดที่รับเคลมได้แจ้งกับจขกทให้ทำการเคลมกับประกันของธนาคารที่จขกทกู้ไว้ด้วยเพื่อประโยชน์ของจขกทเองค่ะ จขกทก็ได้ทำการแจ้งเคลมประกันเหตุภัยจากน้ำไปค่ะ ทางบริษัทประกันก็รับเรื่องแล้วขอเบอร์ของประกันตอนโดไปค่ะอาทิตย์หน้าจะได้รับการซ่อมแล้ว ทางนิติคอนโดแจ้งว่าจำนวนเงินที่ทางบริษัทประกันของคอนโดครอบคลุมค่าใช้จ่ายแล้ว จขกทไม่ต้องจ่ายเพิ่ม ในส่วนนี้จขกทต้องหรือควรจะหรือสามารถได้รับการเคลมจากบริษัทประกันของธนาคารอยู่ไหมคะ ทั้งนี้บริษัทประกันของธนาคารได้ติดต่อกลับมาสอบถามเรื่องค่าใช้จ่ายเมื่อกลางเดือนก่อนและได้ขอเบอร์โทรทางนิติแล้วก็เงียบไปและในกรณีที่ไม่สามารถอาศัยในที่พักระหว่างการซ่อมแซมสามารถขอค่าใช้จ่ายในการต้องไปเช่าโรงแรมอยู่ระหว่างการซ่อมแซมได้ไหมคะรบกวนขอความรู้ด้วยค่ะขอบคุณค่ะ,pantip
2034,ถ้าผ่อนคอนโดหมดแล้ว ยกเลิกประกันได้ไหมครับ,pantip
2035,"กู้คอนโด มิย. 65 : 2,000,000 บาท แบงค์สีเหลืองผ่อนมา 1 ปี เหลือ ประมาณ 69xxxกะว่าจะปิดให้หมดทำประกัน 74,040 บาทผ่อนมา 1 ปี เหลือ 68xxxถ้าผมปิดคอนโดหมด แล้วสามารถยกเลิกประกันได้ไหมครับถุ้้าทำได้ จะมีผลต่อการกู้ครั้งต่อไปไหมครับขอบคุณครับ    แก้ไขข้อความเมื่อ",pantip
2036,เป็นแม่ค้ารีไฟแนนบ้านได้ที่ไหน,pantip
2037,"ขอร่างความก่อนน่ะคะ...คือตอนแรกพ่อของฉันทำเรื่องซื้ออาคารพาณิชย์ในราคา 4,500,000 บาทกู้คนเดียวไม่ผ่านเลยเอาฉันไปกู้ร่วมทำเรื่องเสร็จปุ๊บกู้ผ่านธนาคารกรุงไทยน่ะคะเรากู้แค่3,500,000บาทเพราะเราดาวบ้าน1,000,000บาทเราก็ผ่อนมาเรื่อยๆเดือนละ21,600บาทต่อเดือนผ่อนมาประมาณ10ปีกว่าๆได้แล้วพ่อก็มาล้มป่วยเสียชีวิตแต่เราก็กัดฟันส่งมาเรีอยๆจนตอนนี้เริ่มไม่ไหวแล้วอยากจะหาที่รีไฟแนนบ้านจะได้ส่งเบากว่านี้หน่อยตอนนี้ยอดหนี้เหลือ 1,700,000บาทคะคืออยากจะทราบว่าเราเป็นแม่ค้าแต่เราเดินเงินสเตจเม้นทุกเดือนเดือนละ25,000 บาท อยากจะทราบอ่ะคะว่าที่ไหนให้เรารีได้บ้างและต้องการกู้เพิ่ม300,000 บาทคะและตอนพ่อเสียยอดหนี้จะต้องเหลือคนละครึ่งกับผู้ตายแต่นี้ไม่หักอะไรเลยพอไปติดต่อก็บอกประกันหมดอายุคะ",pantip
2038,กู้บ้าน 1 ปีเต็ม กับ 8 ธนาคาร,pantip
